STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 00:53,FM-15,CLR:00,10.00,,74,23.3,74,23.3,74,23.3,100,0,000,,29.88,8,,29.90,0.00,29.90,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 01:00,FM-12,,,,74,23.3,74,23.3,74,23.3,100,0,000,,29.88,8,+0.02,29.90,,29.90,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 01:53,FM-15,CLR:00,10.00,,73,22.8,73,22.8,73,22.8,100,0,000,,29.86,,,29.88,0.00,29.88,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 02:53,FM-15,CLR:00,10.00,,77,25.0,76,24.5,76,24.4,96,6,180,,29.85,,,29.87,0.00,29.87,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 03:23,FM-16,BKN:07 17,10.00,,79,26.1,78,25.6,78,25.6,97,5,190,,29.85,,,,,29.87,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 03:37,FM-16,SCT:04 17,10.00,,79,26.1,77,25.2,77,25.0,94,7,200,,29.85,,,,,29.87,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 03:53,FM-15,SCT:04 17,10.00,,79,26.1,77,25.2,77,25.0,94,7,200,,29.85,6,,29.87,0.00,29.87,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 04:53,FM-15,FEW:02 18,10.00,,79,26.1,77,25.2,77,25.0,94,7,190,,29.88,,,29.90,0.00,29.90,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 05:53,FM-15,FEW:02 19,10.00,,75,23.9,75,23.9,75,23.9,100,0,000,,29.91,,,29.93,0.00,29.93,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 06:53,FM-15,FEW:02 20,10.00,,80,26.7,78,25.8,78,25.6,94,0,000,,29.93,1,,29.96,0.00,29.95,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 07:00,FM-12,26,,,80,26.7,78,25.8,78,25.6,94,0,000,,29.94,1,-0.08,29.96,,29.95,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 07:53,FM-15,CLR:00,10.00,,83,28.3,78,25.8,77,25.0,82,6,160,,29.94,,,29.96,0.00,29.96,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 08:53,FM-15,CLR:00,10.00,,84,28.9,79,25.9,77,25.0,80,5,200,,29.95,,,29.98,0.00,29.97,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 09:53,FM-15,CLR:00,10.00,,85,29.4,79,26.1,77,25.0,77,8,VRB,,29.95,0,,29.97,0.00,29.97,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 10:53,FM-15,CLR:00,10.00,,86,30.0,79,26.3,77,25.0,75,7,160,,29.96,,,29.98,0.00,29.98,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 11:53,FM-15,CLR:00,10.00,,86,30.0,79,26.3,77,25.0,75,9,160,,29.95,,,29.97,0.00,29.97,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 12:53,FM-15,CLR:00,10.00,,87,30.6,80,26.9,78,25.6,75,9,160,,29.94,8,,29.96,0.00,29.96,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 13:00,FM-12,,,,87,30.6,80,26.9,78,25.6,75,9,160,,29.94,8,+0.01,29.96,,29.96,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 13:53,FM-15,CLR:00,10.00,,87,30.6,80,26.5,77,25.0,72,10,150,,29.91,,,29.94,0.00,29.93,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 14:53,FM-15,CLR:00,10.00,,86,30.0,80,26.7,78,25.6,77,10,170,,29.89,,,29.91,0.00,29.91,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 15:53,FM-15,CLR:00,10.00,,86,30.0,80,26.7,78,25.6,77,9,170,,29.88,6,,29.91,0.00,29.90,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 16:53,FM-15,CLR:00,10.00,,86,30.0,79,26.0,76,24.4,72,9,170,,29.89,,,29.91,0.00,29.91,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 17:53,FM-15,CLR:00,10.00,,85,29.4,78,25.8,76,24.4,75,8,190,,29.89,,,29.91,0.00,29.91,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 18:53,FM-15,CLR:00,10.00,,84,28.9,78,25.6,76,24.4,77,7,200,,29.89,1,,29.91,0.00,29.91,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 19:00,FM-12,,,,84,28.9,78,25.6,76,24.4,77,7,200,,29.89,1,-0.01,29.91,,29.91,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 19:53,FM-15,CLR:00,10.00,,82,27.8,77,25.2,76,24.4,82,5,190,,29.92,,,29.94,0.00,29.94,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 20:53,FM-15,CLR:00,10.00,,80,26.7,78,25.3,77,25.0,90,0,000,,29.93,,,29.95,0.00,29.95,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 21:53,FM-15,CLR:00,10.00,,78,25.6,77,25.1,77,25.0,97,3,020,,29.95,1,,29.97,0.00,29.97,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 22:53,FM-15,CLR:00,10.00,,78,25.6,77,25.1,77,25.0,97,0,000,,29.96,,,29.99,0.00,29.98,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 23:53,FM-15,CLR:00,10.00,,77,25.0,77,25.0,77,25.0,100,3,040,,29.95,,,29.97,0.00,29.97,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-18 23:59,SOD,,,,,,,,,,,,,,,,,,,,87,73,80,-0.7,,,,0,15,0540,1943,,0.00,0.0,0,29.91,,5.5,,,10,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 00:53,FM-15,CLR:00,10.00,,77,25.0,77,25.0,77,25.0,100,0,000,,29.93,8,,29.95,0.00,29.95,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 01:00,FM-12,,,,77,25.0,77,25.0,77,25.0,100,0,000,,29.94,8,+0.02,29.95,,29.95,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 01:53,FM-15,CLR:00,10.00,,76,24.4,76,24.4,76,24.4,100,6,050,,29.90,,,29.93,0.00,29.92,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 02:53,FM-15,FEW:02 20,10.00,,77,25.0,77,25.0,77,25.0,100,6,040,,29.89,,,29.91,0.00,29.91,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 03:09,FM-16,SCT:04 19 BKN:07 24,10.00,,77,25.0,77,25.0,77,25.0,100,6,060,,29.89,,,,,29.91,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 03:44,FM-16,FEW:02 18 SCT:04 120,10.00,,81,27.2,79,26.3,79,26.1,94,7,140,,29.89,,,,,29.91,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 03:53,FM-15,FEW:02 18 SCT:04 120,10.00,,81,27.2,79,26.3,79,26.1,94,9,150,,29.89,6,,29.91,0.00,29.91,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 04:27,FM-16,FEW:02 19 BKN:07 25,10.00,,81,27.2,79,26.3,79,26.1,94,11,160,,29.90,,,,,29.92,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 04:34,FM-16,FEW:02 18 SCT:04 24,10.00,,81,27.2,79,26.3,79,26.1,94,13,170,,29.90,,,,,29.92,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 04:53,FM-15,FEW:02 17,10.00,,81,27.2,79,26.3,79,26.1,94,14,160,,29.89,,,29.91,0.00,29.91,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 05:53,FM-15,CLR:00,10.00,,81,27.2,79,25.9,78,25.6,91,6,150,,29.90,,,29.93,0.00,29.92,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 06:53,FM-15,FEW:02 23,10.00,,82,27.8,80,26.4,79,26.1,90,3,120,,29.93,3,,29.95,0.00,29.95,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 07:00,FM-12,26,,,82,27.8,80,26.4,79,26.1,90,3,120,,29.94,3,-0.04,29.95,,29.95,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 07:53,FM-15,FEW:02 20 SCT:04 26 BKN:07 34,10.00,,83,28.3,79,26.1,78,25.6,85,9,130,,29.95,,,29.98,0.00,29.97,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 08:53,FM-15,FEW:02 90,10.00,,84,28.9,80,26.7,79,26.1,85,8,160,,29.96,,,29.98,0.00,29.98,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 09:53,FM-15,CLR:00,10.00,,84,28.9,78,25.6,76,24.4,77,9,160,,29.95,0,,29.97,0.00,29.97,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 10:53,FM-15,CLR:00,10.00,,84,28.9,77,25.0,74,23.3,72,8,140,,29.97,,,29.99,0.00,29.99,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 11:51,FM-16,SCT:04 17 BKN:07 23 BKN:07 50,2.00,RA:02 BR:1 |RA:62 |,79,26.0,76,24.4,75,24.0,89,18,150,23,29.98,,,,T,30.00,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 11:53,FM-15,FEW:02 17 BKN:07 23 BKN:07 50,1.25,+RA:02 BR:1 |RA:63 |,78,25.6,76,24.7,76,24.4,93,17,160,23,29.98,,,30.00,0.15,30.00,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 12:03,FM-16,SCT:04 23 BKN:07 34 OVC:08 65,4.00,RA:02 BR:1 |RA:62 |,77,25.0,77,25.0,77,25.0,100,10,140,,29.99,,,,0.13,30.01,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 12:53,FM-15,FEW:02 20 SCT:04 40 BKN:07 60,10.00,-RA:02 |RA:61 |,79,26.1,78,25.6,78,25.6,97,3,150,,29.98,0,,30.00,0.03,30.00,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 13:00,FM-12,26,,|RA:61 |,79,26.1,78,25.7,78,25.6,97,3,150,,29.99,,0.02,30.00,,30.00,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 13:08,FM-16,SCT:04 14 BKN:07 27 OVC:08 60,10.00,-RA:02 |RA:61 |,79,26.1,79,26.1,79,26.1,100,5,130,,29.98,,,,T,30.00,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 13:31,FM-16,SCT:04 19 BKN:07 47 OVC:08 100,7.00,-RA:02 |RA:61 |,78,25.6,78,25.6,78,25.6,100,7,130,,29.97,,,,0.01,29.99,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 13:53,FM-15,SCT:04 39 BKN:07 50 BKN:07 90,10.00,-RA:02 |RA:61 |,78,25.6,78,25.6,78,25.6,100,6,090,,29.96,,,29.98,0.02,29.98,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 14:53,FM-15,FEW:02 50 BKN:07 100,10.00,-RA:02 |RA:61 |,80,26.7,79,26.2,79,26.1,97,5,090,,29.95,,,29.97,T,29.97,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 15:24,FM-16,SCT:04 20 BKN:07 29 OVC:08 47,10.00,,81,27.2,79,26.3,79,26.1,94,5,120,,29.96,,,,T,29.98,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-19 15:36,FM-16,SCT:04 22 BKN:07 70 OVC:08 110,10.00,-RA:02 |RA:61 |,81,27.2,79,25.9,78,25.6,91,6,160,,29.96,,,,T,29.98,,,,,,,,,,0540,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
